Material Name;Material Type;End time;Route;Weight;Length;Thickness;Width;Grade;Quality Status;Seg No;Seg from;Seg to;CCM.TD. Heat counter Value;CCM.TD. Temperature liquidus Value;CCM.TD. Temperature liquidus Dynaphase Value;CCM.TD. TD internals type Value;CCM.TD. Slag powder Value;CCM.TD. Stopper Type Value;CCM.TD. Steel weight in tundish Value;CCM.TD. Tundish inflow Value;CCM.TD. Stopper Last Position Value;CCM.TD. Stopper position max Value;CCM.TD. Stopper position min Value;CCM.TD. Stopper pos chg max segment Value;CCM.TD. Stopper position chg 10 s Value;CCM.TD. Stopper position slab chg Value;CCM.TD. Superheat Value;CCM.TD. Temperature tundish Value;CCM.SEN. SEN Type Value;CCM.SEN. Immersion depth Value;CCM.MD. Level average Value;CCM.MD. Level change (max-min) Value;CCM.MD. Level std_dev Value;CCM.MD. Level std_dev west Value;CCM.MD. Level std_dev east Value;CCM.MD. Mold width Value;CCM.MIX. Concentration factor Value;CCM.STR. Speed - Mold avg Value;CCM.STR. Throughput Value;CCM.SLAB. Slab counter heat Value;CCM.SLAB. Slab counter sequence Value
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;1;0,0;0,1;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;2;0,1;0,2;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;3;0,2;0,3;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;4;0,3;0,4;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;5;0,4;0,5;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;6;0,5;0,6;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;7;0,6;0,7;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;8;0,7;0,8;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;9;0,8;0,9;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;10;0,9;1,0;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;11;1,0;1,1;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;12;1,1;1,2;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;13;1,2;1,3;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;14;1,3;1,4;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;15;1,4;1,5;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;16;1,5;1,6;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;17;1,6;1,7;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;18;1,7;1,8;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;19;1,8;1,9;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;20;1,9;2,0;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;21;2,0;2,1;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;22;2,1;2,2;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;23;2,2;2,3;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;24;2,3;2,4;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;25;2,4;2,5;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;26;2,5;2,6;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;27;2,6;2,7;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;28;2,7;2,8;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;29;2,8;2,9;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;30;2,9;3,0;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;31;3,0;3,1;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;32;3,1;3,2;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;33;3,2;3,3;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;34;3,3;3,4;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;35;3,4;3,5;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;36;3,5;3,6;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;37;3,6;3,7;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;38;3,7;3,8;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;39;3,8;3,9;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;40;3,9;4,0;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;41;4,0;4,1;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;42;4,1;4,2;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;43;4,2;4,3;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;44;4,3;4,4;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;45;4,4;4,5;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;46;4,5;4,6;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;47;4,6;4,7;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;48;4,7;4,8;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;49;4,8;4,9;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;50;4,9;5,0;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;51;5,0;5,1;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;52;5,1;5,2;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;53;5,2;5,3;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;54;5,3;5,4;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;55;5,4;5,5;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;56;5,5;5,6;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;57;5,6;5,7;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;58;5,7;5,8;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;59;5,8;5,9;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;60;5,9;6,0;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;61;6,0;6,1;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;62;6,1;6,2;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;63;6,2;6,3;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;64;6,3;6,4;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;65;6,4;6,5;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;66;6,5;6,6;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;67;6,6;6,7;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;68;6,7;6,8;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;69;6,8;6,9;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;70;6,9;7,0;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;71;7,0;7,1;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;72;7,1;7,2;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;73;7,2;7,3;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;74;7,3;7,4;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;75;7,4;7,5;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;76;7,5;7,6;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;77;7,6;7,7;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;78;7,7;7,8;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;79;7,8;7,9;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;80;7,9;8,0;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;81;8,0;8,1;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;82;8,1;8,2;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;83;8,2;8,3;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;84;8,3;8,4;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;85;8,4;8,5;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;86;8,5;8,6;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;87;8,6;8,7;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;88;8,7;8,8;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;89;8,8;8,9;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;90;8,9;9,0;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;91;9,0;9,1;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;92;9,1;9,2;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;93;9,2;9,3;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;94;9,3;9,4;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;95;9,4;9,5;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;96;9,5;9,6;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;97;9,6;9,7;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;98;9,7;9,8;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;99;9,8;9,9;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;100;9,9;10,0;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;101;10,0;10,1;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;102;10,1;10,2;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;103;10,2;10,3;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;104;10,3;10,4;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;105;10,4;10,5;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;106;10,5;10,6;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;107;10,6;10,7;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;108;10,7;10,8;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;109;10,8;10,9;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;110;10,9;11,0;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;111;11,0;11,1;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;112;11,1;11,2;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;113;11,2;11,3;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;114;11,3;11,4;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;115;11,4;11,5;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;116;11,5;11,6;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;117;11,6;11,7;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;118;11,7;11,8;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;119;11,8;11,9;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;120;11,9;12,0;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;121;12,0;12,1;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;122;12,1;12,2;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;123;12,2;12,3;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;124;12,3;12,4;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;125;12,4;12,5;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;126;12,5;12,6;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;127;12,6;12,7;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;128;12,7;12,8;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;129;12,8;12,9;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;130;12,9;13,0;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;131;13,0;13,1;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;132;13,1;13,2;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;133;13,2;13,3;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;134;13,3;13,4;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;135;13,4;13,5;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;136;13,5;13,6;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;137;13,6;13,7;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;138;13,7;13,8;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;139;13,8;13,9;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;140;13,9;14,0;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;141;14,0;14,1;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;142;14,1;14,2;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;143;14,2;14,3;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;144;14,3;14,4;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;145;14,4;14,5;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;146;14,5;14,6;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;147;14,6;14,7;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;148;14,7;14,8;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;149;14,8;14,9;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;150;14,9;15,0;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;151;15,0;15,1;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;152;15,1;15,2;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;153;15,2;15,3;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;154;15,3;15,4;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;155;15,4;15,5;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;156;15,5;15,6;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;157;15,6;15,7;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;158;15,7;15,8;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;159;15,8;15,9;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
13;slab;2023-02-20 16:40:05;Route 1;123605;51,04;202,000;1539;720-1;OK;160;15,9;16,0;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;
